time(s),0.0Hz,0.25Hz,0.5Hz,0.75Hz,1.0Hz,1.25Hz,1.5Hz,1.75Hz,2.0Hz
0.2392,148.9811,148.0362,145.3336,141.2501,136.3557,131.3331,126.8832,123.6267,122.0181
0.2396,156.6299,155.6332,152.7829,148.4778,143.3206,138.0332,133.3559,129.9433,128.2731
0.24,161.8576,160.8243,157.8696,153.4083,148.0672,142.5963,137.764,134.249,132.545
0.2404,164.5835,163.5293,160.5154,155.9664,150.5233,144.9531,140.0407,136.4783,134.7679
0.2408,164.7654,163.7066,160.6799,156.1132,150.6521,145.0686,140.1522,136.5978,134.908
0.2412,162.4004,161.3534,158.3608,153.8472,148.4527,142.9424,138.098,134.6065,132.9633
0.2416,157.5253,156.5063,153.5945,149.2043,143.9602,138.6087,133.9112,130.5362,128.964
0.242,150.2152,149.2404,146.4551,142.257,137.2454,132.1359,127.6579,124.4507,122.9723
0.2424,140.5832,139.6679,137.0531,133.1134,128.413,123.6252,119.4358,116.4449,115.0809
0.2428,128.7782,127.937,125.5344,121.9156,117.6005,113.2095,109.3733,106.6433,105.4119
0.2432,114.9827,114.2292,112.0773,108.8372,104.9762,101.0508,97.6269,95.1982,94.1149
0.2436,99.4098,98.7563,96.8901,94.0812,90.7359,87.338,84.3791,82.2871,81.3645
0.244,82.3004,81.7576,80.2078,77.876,75.1005,72.2842,69.8355,68.11,67.3579
0.2444,63.9188,63.4959,62.2885,60.4726,58.3124,56.1225,54.2217,52.8866,52.3116
0.2448,44.5493,44.2535,43.4095,42.1404,40.6316,39.1035,37.7793,36.8524,36.458
0.2452,24.4911,24.328,23.8625,23.163,22.3318,21.4907,20.7631,20.2554,20.0422
0.2456,4.0543,4.0273,3.95,3.8338,3.696,3.5566,3.4362,3.3525,3.3178
0.246,-16.4451,-16.3348,-16.0204,-15.5481,-14.9876,-14.4216,-13.9335,-13.5953,-13.4569
0.2464,-36.6903,-36.4436,-35.7399,-34.6833,-33.4302,-32.166,-31.0776,-30.3261,-30.0227
0.2468,-56.3684,-55.9881,-54.9037,-53.2762,-51.347,-49.4025,-47.7314,-46.5816,-46.1237
0.2472,-75.1752,-74.6664,-73.2158,-71.0394,-68.4613,-65.8652,-63.6378,-62.1107,-61.5112
0.2476,-92.82,-92.1898,-90.3933,-87.6989,-84.509,-81.3001,-78.5516,-76.6738,-75.9474
0.248,-109.03,-108.2874,-106.1708,-102.9974,-99.2428,-95.4694,-92.2428,-90.0465,-89.2095
0.2484,-123.5548,-122.7106,-120.3048,-116.6991,-112.4355,-108.1549,-104.5008,-102.0225,-101.0926
0.2488,-136.1698,-135.2364,-132.5769,-128.5925,-123.884,-119.1614,-115.1369,-112.4174,-111.413
0.2492,-146.6799,-145.6713,-142.798,-138.4947,-133.4124,-128.32,-123.9878,-121.0712,-120.0115
0.2496,-154.9228,-153.8541,-150.8103,-146.2531,-140.8743,-135.4902,-130.9177,-127.8509,-126.7552
0.25,-160.7711,-159.6585,-156.4903,-151.7486,-146.1555,-140.5624,-135.8208,-132.6525,-131.54
0.2504,-164.1342,-162.9948,-159.7506,-154.8971,-149.1754,-143.4595,-138.6223,-135.4025,-134.2918
0.2508,-164.9604,-163.8116,-160.5413,-155.6506,-149.8886,-144.1381,-139.2803,-136.0592,-134.9683
0.2512,-163.2367,-162.0963,-158.8506,-153.9983,-148.2851,-142.5891,-137.7857,-134.6131,-133.559
0.2516,-158.9898,-157.8756,-154.7049,-149.9665,-144.3909,-138.8376,-134.163,-131.0875,-130.0855
0.252,-152.2854,-151.2149,-148.1688,-143.6184,-138.2673,-132.9431,-128.4692,-125.5375,-124.6015
0.2524,-143.2271,-142.2171,-139.3437,-135.0529,-130.0101,-124.9978,-120.7936,-118.0496,-117.1917
0.2528,-131.9549,-131.0215,-128.3664,-124.403,-119.748,-115.1258,-111.2557,-108.7402,-107.9705
0.2532,-118.643,-117.8012,-115.4069,-111.8341,-107.6405,-103.4807,-100.0041,-97.7536,-97.0803
0.2536,-103.4973,-102.7606,-100.6659,-97.5411,-93.8757,-90.2436,-87.2136,-85.2602,-84.6893
0.254,-86.7518,-86.1324,-84.3714,-81.7455,-78.6671,-75.6199,-73.0825,-71.4534,-70.9887
0.2544,-68.6654,-68.1736,-66.7756,-64.6918,-62.2505,-59.8364,-57.8299,-56.5472,-56.1903
0.2548,-49.5176,-49.1618,-48.1507,-46.6442,-44.8802,-43.1378,-41.6922,-40.772,-40.5226
0.2552,-29.6044,-29.391,-28.7848,-27.8817,-26.8251,-25.7825,-24.9191,-24.3718,-24.2275
0.2556,-9.2336,-9.1668,-8.9772,-8.6948,-8.3646,-8.0391,-7.7701,-7.6003,-7.5568
0.256,11.28,11.1982,10.9658,10.62,10.2159,9.8179,9.4896,9.2833,9.232
0.2564,31.6192,31.3892,30.736,29.7641,28.6291,27.5126,26.5933,26.0183,25.8795
0.2568,51.4696,51.0941,50.0277,48.4417,46.5907,44.7717,43.2768,42.346,42.1286
0.2572,70.5245,70.0083,68.5429,66.3643,63.8232,61.3288,59.2827,58.0144,57.7281
0.2576,88.4892,87.8396,85.9956,83.2551,80.0607,76.9284,74.3639,72.7816,72.4369
0.258,105.0862,104.3123,102.1162,98.8535,95.0529,91.33,88.288,86.4198,86.0278
0.2584,120.0588,119.172,116.6557,112.9188,108.5686,104.3119,100.8405,98.7185,98.2907
0.2588,133.1757,132.189,129.3897,125.2342,120.3997,115.6743,111.8281,109.4882,109.0359
0.2592,144.234,143.1621,140.1217,135.6099,130.3643,125.2425,121.082,118.5629,118.0972
0.2596,153.0629,151.9219,148.6862,143.8862,138.3093,132.8699,128.4601,125.803,125.3344
0.26,159.5259,158.3331,154.9511,149.936,144.1129,138.4396,133.8493,131.097,130.6355
0.2604,163.523,162.2967,158.8199,153.6665,147.6866,141.8668,137.1674,134.3637,133.9183
0.2608,164.9926,163.7514,160.2335,155.0208,148.9762,143.0999,138.3643,135.5532,135.1318
0.2612,163.9118,162.6751,159.1702,153.9789,147.963,142.1209,137.4226,134.6477,134.257
0.2616,160.2974,159.0843,155.647,150.5577,144.6637,138.9465,134.3578,131.6617,131.307
0.262,154.2053,153.0348,149.7187,144.8108,139.1306,133.6269,129.2186,126.6418,126.3271
0.2624,145.7296,144.6201,141.4774,136.8278,131.4503,126.2455,122.0852,119.6662,119.3938
0.2628,135.0013,133.9704,131.0508,126.733,121.7425,116.9176,113.069,110.8431,110.6141
0.2632,122.1863,121.2504,118.6005,114.6831,110.1583,105.7885,102.3101,100.3093,100.1231
0.2636,107.4827,106.6569,104.3193,100.8649,96.8776,93.0311,89.9758,88.2278,88.0827
0.264,91.1176,90.4155,88.4283,85.4927,82.1065,78.8436,76.2572,74.7858,74.6786
0.2644,73.3442,72.7773,71.1732,68.8045,66.0741,63.446,61.3672,60.1911,60.1177
0.2648,54.437,54.0151,52.8211,51.0588,49.0287,47.0769,45.5363,44.6697,44.6247
0.2652,34.6884,34.4187,33.6558,32.5301,31.2342,29.9897,29.0096,28.4613,28.4388
0.2656,14.4036,14.2913,13.9737,13.5051,12.9661,12.449,12.0427,11.8167,11.8099
0.266,-6.1038,-6.056,-5.921,-5.722,-5.4932,-5.274,-5.102,-5.007,-5.0052
0.2664,-26.5168,-26.3088,-25.7207,-24.854,-23.8583,-22.9053,-22.1596,-21.7498,-21.7466
0.2668,-46.52,-46.154,-45.1194,-43.5953,-41.8454,-40.1726,-38.8664,-38.153,-38.1557
0.2672,-65.8042,-65.2849,-63.8174,-61.6563,-59.1767,-56.8092,-54.9647,-53.9633,-53.979
0.2676,-84.0711,-83.4058,-81.5257,-78.7581,-75.5849,-72.5585,-70.2059,-68.9366,-68.9716
0.268,-101.0386,-100.2367,-97.9708,-94.6368,-90.8167,-87.1776,-84.3549,-82.8417,-82.9019
0.2684,-116.4443,-115.5174,-112.8989,-109.0473,-104.6374,-100.4412,-97.1938,-95.4639,-95.5544
0.2688,-130.0501,-129.0118,-126.0793,-121.7676,-116.8341,-112.1453,-108.5248,-106.6085,-106.7331
0.2692,-141.6457,-140.5115,-137.3087,-132.6015,-127.2192,-122.1098,-118.1735,-116.1037,-116.265
0.2696,-151.0519,-149.8388,-146.414,-141.3824,-135.6331,-130.1818,-125.9916,-123.8029,-124.0023
0.27,-158.1232,-156.8497,-153.2546,-147.9752,-141.9467,-136.2376,-131.8592,-129.5876,-129.8252
0.2704,-162.7504,-161.4358,-157.7254,-152.2787,-146.0637,-140.1847,-135.6866,-133.3687,-133.6429
0.2708,-164.8619,-163.5263,-159.7576,-154.2274,-147.9213,-141.9634,-137.4155,-135.0881,-135.3961
0.2712,-164.4252,-163.0892,-159.3202,-153.7918,-147.4922,-141.5475,-137.0202,-134.7196,-135.057
0.2716,-161.4469,-160.1313,-156.4205,-150.9796,-144.7841,-138.9445,-134.5078,-132.2693,-132.6302
0.272,-155.973,-154.6984,-151.1036,-145.8351,-139.8399,-134.196,-129.918,-127.7752,-128.1527
0.2724,-148.0883,-146.8746,-143.4523,-138.4385,-132.7372,-127.3764,-123.3228,-121.3072,-121.693
0.2728,-137.9145,-136.7809,-133.5851,-128.905,-123.5869,-118.5924,-114.8248,-112.9654,-113.3503
0.2732,-125.609,-124.5736,-121.655,-117.3827,-112.5314,-107.9808,-104.5563,-102.8789,-103.2529
0.2736,-111.3619,-110.4413,-107.8468,-104.0504,-99.7424,-95.7065,-92.6767,-91.204,-91.5563
0.274,-95.3935,-94.6026,-92.3742,-89.1146,-85.4186,-81.9602,-79.3702,-78.1211,-78.4407
0.2744,-77.9506,-77.3024,-75.4766,-72.807,-69.782,-66.955,-64.843,-63.8325,-64.1083
0.2748,-59.3027,-58.8082,-57.4154,-55.3798,-53.0749,-50.9235,-49.3202,-48.5592,-48.7801
0.2752,-39.7383,-39.4059,-38.4701,-37.103,-35.5561,-34.1139,-33.0419,-32.5372,-32.6927
0.2756,-19.5595,-19.3955,-18.9336,-18.2592,-17.4966,-16.7866,-16.26,-16.0142,-16.0945
0.276,0.9215,0.9138,0.892,0.8601,0.8241,0.7907,0.7659,0.7545,0.7584
0.2764,21.3883,21.2079,20.7002,19.9594,19.1229,18.346,17.7728,17.5097,17.6056
0.2768,41.5246,41.1733,40.185,38.7434,37.1169,35.6082,34.4979,33.9928,34.1867
0.2772,61.0189,60.5013,59.0451,56.922,54.5283,52.3107,50.6829,49.9489,50.2455
0.2776,79.5701,78.8932,76.9892,74.2145,71.0883,68.1957,66.078,65.1316,65.5335
0.278,96.8914,96.0648,93.7402,90.3539,86.5414,83.0182,80.4456,79.3064,79.8144
0.2784,112.7149,111.7507,109.0393,105.0912,100.6493,96.5498,93.5642,92.2544,92.867
0.2788,126.7963,125.7085,122.6503,118.1991,113.1948,108.5822,105.2317,103.7757,104.4891
0.2792,138.9177,137.7225,134.3632,129.4756,123.9848,118.9301,115.2682,113.6923,114.5006
0.2796,148.8918,147.6072,143.9972,138.7471,132.8533,127.4346,123.5195,121.8512,122.7462
0.28,156.5645,155.2099,151.4039,145.871,139.6644,133.9654,129.8588,128.1263,129.0978
0.2804,161.8172,160.4132,156.4692,150.7381,144.3137,138.4225,134.1889,132.421,133.4563
0.2808,164.5686,163.1367,159.1152,153.2738,146.7306,140.7382,136.4436,134.6689,135.7537
0.2812,164.7763,163.3386,159.3014,153.4398,146.8788,140.878,136.5891,134.8354,135.9536
0.2816,162.437,161.0157,157.0255,151.2344,144.7572,138.8407,134.6237,132.9181,134.052
0.282,157.5868,156.2041,152.323,146.6926,140.3997,134.6591,130.5789,128.9466,130.0774
0.2824,150.3008,148.9784,145.2671,139.8853,133.8747,128.3989,124.5177,122.9825,124.0904
0.2828,140.6916,139.4503,135.9672,130.9185,125.2842,120.1579,116.5347,115.1179,116.1825
0.2832,128.9077,127.7672,124.5676,119.9317,114.762,110.0646,106.754,105.4745,106.4752
0.2836,115.1313,114.1098,111.2448,107.0954,102.4716,98.2759,95.3272,94.2012,95.1175
0.284,99.5752,98.6893,96.205,92.6085,88.6038,84.9747,82.4316,81.4723,82.2844
0.2844,82.48,81.7442,79.6811,76.6956,73.3738,70.3676,68.267,67.4845,68.1734
0.2848,64.1099,63.5364,61.9286,59.6031,57.0175,54.6808,53.0527,52.4539,53.002
0.2852,44.7489,44.3474,43.2223,41.5956,39.7884,38.1573,37.0242,36.6128,37.0042
0.2856,24.6961,24.474,23.8514,22.9518,21.953,21.0528,20.4293,20.2059,20.4268
0.286,4.2616,4.2232,4.1155,3.9599,3.7873,3.632,3.5247,3.4868,3.5258
0.2864,-16.2387,-16.0919,-15.6804,-15.0863,-14.4278,-13.8359,-13.4283,-13.2863,-13.438
0.2868,-36.4881,-36.1571,-35.2303,-33.8926,-32.4108,-31.0808,-30.1678,-29.8541,-30.2023
0.2872,-56.1735,-55.6626,-54.2321,-52.1682,-49.884,-47.8364,-46.4352,-45.9608,-46.508
0.2876,-74.9905,-74.3066,-72.3921,-69.6311,-66.5776,-63.8442,-61.9794,-61.3574,-62.1028
0.288,-92.6485,-91.8012,-89.4299,-86.0115,-82.2339,-78.8571,-76.5604,-75.8059,-76.7455
0.2884,-108.8743,-107.8759,-105.0822,-101.0568,-96.6117,-92.6437,-89.9533,-89.0833,-90.2091
0.2888,-123.4173,-122.2825,-119.1076,-114.5348,-109.4893,-104.9916,-101.9516,-100.9842,-102.2852
0.2892,-136.0526,-134.7981,-131.2894,-126.2379,-120.6685,-115.7107,-112.3703,-111.3248,-112.7863
0.2896,-146.5848,-145.2297,-141.4397,-135.9859,-129.9774,-124.6363,-121.0491,-119.9452,-121.5493
0.29,-154.8513,-153.4158,-149.4021,-143.6287,-137.273,-131.6314,-127.8544,-126.7122,-128.4378
0.2904,-160.7243,-159.2303,-155.0538,-149.049,-142.4438,-136.5889,-132.6816,-131.5211,-133.3446
0.2908,-164.1129,-162.5833,-158.3081,-152.1639,-145.4107,-139.4331,-135.4569,-134.2975,-136.1925
0.2912,-164.9648,-163.4231,-159.1149,-152.926,-146.129,-140.1213,-136.1381,-134.9984,-136.9366
0.2916,-163.2668,-161.7368,-157.4623,-151.3245,-144.5888,-138.6439,-134.7153,-133.613,-135.5642
0.292,-159.0451,-157.5507,-153.3763,-147.3849,-140.8151,-135.0248,-131.2111,-130.1623,-132.0953
0.2924,-152.3651,-150.9296,-146.9205,-141.169,-134.8671,-129.321,-125.6804,-124.6997,-126.5824
0.2928,-143.3299,-141.9759,-138.1952,-132.7737,-126.838,-121.6218,-118.2092,-117.3095,-119.1095
0.2932,-132.0793,-130.8282,-127.3356,-122.3294,-116.8528,-112.047,-108.9136,-108.1055,-109.7911
0.2936,-118.787,-117.6588,-114.51,-109.9984,-105.0668,-100.7456,-97.9378,-97.23,-98.7701
0.294,-103.6587,-102.6716,-99.9169,-95.9719,-91.663,-87.8931,-85.4518,-84.8508,-86.2158
0.2944,-86.9281,-86.0981,-83.7823,-80.4673,-76.8494,-73.6887,-71.6491,-71.159,-72.3215
0.2948,-68.8539,-68.1947,-66.3559,-63.7248,-60.8556,-58.3527,-56.7432,-56.3662,-57.301
0.2952,-49.7153,-49.2381,-47.9071,-46.0035,-43.9294,-42.1226,-40.9649,-40.7007,-41.3858
0.2956,-29.8083,-29.5214,-28.7214,-27.5778,-26.3326,-25.2497,-24.5582,-24.4046,-24.8215
0.296,-9.4406,-9.3495,-9.0955,-8.7325,-8.3377,-7.9948,-7.7767,-7.7296,-7.8635
0.2964,11.0731,10.966,10.6673,10.2408,9.7771,9.3751,9.1202,9.0668,9.2261
0.2968,31.4156,31.1108,30.2615,29.0489,27.7319,26.5916,25.8713,25.7249,26.1835
0.2972,51.2726,50.7738,49.3842,47.4013,45.2493,43.3888,42.218,41.9874,42.7464
0.2976,70.337,69.6509,67.74,65.0143,62.0587,59.5073,57.9076,57.6029,58.6586
0.298,88.3141,87.4505,85.0454,81.6162,77.9008,74.6984,72.6981,72.3302,73.6738
0.2984,104.9262,103.8974,101.0329,96.9507,92.5312,88.7279,86.3611,85.9414,87.5593
0.2988,119.9165,118.7376,115.4559,110.7812,105.7245,101.3794,98.6858,98.2261,100.0999
0.2992,133.0531,131.7417,128.0917,122.8946,117.2775,112.4583,109.4822,108.9944,111.1008
0.2996,144.1332,142.7088,138.7452,133.1043,127.0124,121.7941,118.5838,118.0796,120.391
0.3,152.9853,151.4695,147.2524,141.2532,134.7798,129.2433,125.8505,125.341,127.826
0.3004,159.4728,157.8885,153.4819,147.2162,140.4606,134.6918,131.1705,130.6663,133.2895
0.3008,163.4952,161.8667,157.3381,150.9018,143.968,138.0563,134.462,133.9728,136.6959
0.3012,164.9905,163.3428,158.7618,152.2539,145.2489,139.2859,135.6748,135.2091,137.9911
0.3016,163.9354,162.294,157.7314,151.2525,144.2846,138.3625,134.7906,134.3558,137.1538
0.302,160.3464,158.7368,154.2633,147.914,141.0911,135.3014,131.8235,131.4256,134.1955
0.3024,154.2789,152.7262,148.4117,142.2908,135.7189,130.151,126.8201,126.4636,129.1606
0.3028,145.8267,144.3552,140.2674,134.4706,128.2519,122.9918,119.8579,119.546,122.1254
0.3032,135.1204,133.7534,129.9567,124.5752,118.8068,113.9354,111.0451,110.7794,113.1974
0.3036,122.3256,121.0848,117.6394,112.7581,107.5303,103.1225,100.5183,100.2989,102.5132
0.304,107.6399,106.5453,103.5063,99.2028,94.5977,90.7212,88.4406,88.2661,90.2369
0.3044,91.2904,90.3596,87.7761,84.1193,80.2095,76.9237,74.9988,74.8667,76.557
0.3048,73.5298,72.7782,70.6924,67.7414,64.5889,61.9438,60.401,60.3074,61.6841
0.3052,54.6327,54.0728,52.5194,50.3226,47.9779,46.0137,44.8731,44.8131,45.8472
0.3056,34.8911,34.5326,33.5382,32.1325,30.6335,29.3799,28.655,28.6228,29.2905
0.306,14.6102,14.4597,14.0423,13.4526,12.8242,12.2996,11.9976,11.9867,12.2693
0.3064,-5.8966,-5.8357,-5.6668,-5.4284,-5.1745,-4.9629,-4.8416,-4.8383,-4.9536
0.3068,-26.3122,-26.0397,-25.2845,-24.2185,-23.0845,-22.1409,-21.6025,-21.5921,-22.112
0.3072,-46.3211,-45.8402,-44.5075,-42.6273,-40.629,-38.9689,-38.0261,-38.016,-38.9409
0.3076,-65.614,-64.9311,-63.0389,-60.3706,-57.5371,-55.1871,-53.8587,-53.856,-55.1797
0.308,-83.8927,-83.0174,-80.5924,-77.1744,-73.5478,-70.5453,-68.8558,-68.8673,-70.5771
0.3084,-100.8746,-99.8195,-96.8968,-92.7792,-88.4142,-84.8063,-82.7858,-82.8176,-84.8944
0.3088,-116.2973,-115.0778,-111.7004,-106.9444,-101.9071,-97.7505,-95.4337,-95.4912,-97.9096
0.3092,-129.9224,-128.5565,-124.7747,-119.4516,-113.8186,-109.1784,-106.6044,-106.6918,-109.4205
0.3096,-141.5393,-140.0475,-135.9179,-130.1082,-123.9654,-118.9141,-116.1254,-116.2461,-119.2481
0.31,-150.9683,-149.3731,-144.9582,-138.75,-132.1917,-126.8078,-123.8501,-124.006,-127.2393
0.3104,-158.0639,-156.3894,-151.7563,-145.2443,-138.3711,-132.7385,-129.6593,-129.8511,-133.2691
0.3108,-162.7162,-160.9881,-156.2076,-149.4916,-142.4093,-136.6154,-133.4637,-133.6906,-137.2429
0.3112,-164.8533,-163.0981,-158.2436,-151.427,-144.2448,-138.3795,-135.2049,-135.4646,-139.0978
0.3116,-164.4423,-162.6871,-157.8335,-151.0214,-143.8504,-138.0044,-134.8562,-135.1452,-138.8034
0.312,-161.4895,-159.7615,-154.9841,-148.2821,-141.2332,-135.4969,-132.4235,-132.7367,-136.3627
0.3124,-156.0405,-154.3666,-149.7398,-143.2521,-136.4347,-130.8966,-127.9447,-128.2758,-131.8118
0.3128,-148.1796,-146.586,-142.1822,-136.0102,-129.5302,-124.2755,-121.4893,-121.8309,-125.2194
0.3132,-138.0283,-136.5401,-132.4286,-126.669,-120.6274,-115.7369,-113.1574,-113.5009,-116.6858
0.3136,-125.7434,-124.3843,-120.6301,-115.3736,-109.8647,-105.4134,-103.0781,-103.4141,-106.3416
0.314,-111.5148,-110.3065,-106.9696,-102.2995,-97.4095,-93.4653,-91.4072,-91.7258,-94.3451
0.3144,-95.5626,-94.5245,-91.6584,-87.6492,-83.455,-80.0781,-78.3255,-78.6162,-80.8805
0.3148,-78.1333,-77.2824,-74.9337,-71.6498,-68.2175,-65.459,-64.0353,-64.2874,-66.1549
0.3152,-59.4962,-58.8467,-57.0541,-54.5491,-51.9331,-49.8346,-48.7575,-48.9605,-50.3948
0.3156,-39.9395,-39.5024,-38.2963,-36.6117,-34.8541,-33.4467,-32.7283,-32.872,-33.8431
0.316,-19.7654,-19.5485,-18.9503,-18.1152,-17.2446,-16.5488,-16.1956,-16.2704,-16.7551
0.3164,0.7142,0.7063,0.6847,0.6544,0.623,0.5978,0.5852,0.588,0.6057
0.3168,21.1827,20.9492,20.3052,19.4069,18.4723,17.728,17.3547,17.4427,17.9709
0.3172,41.3239,40.8671,39.6079,37.8525,36.0277,34.5772,33.8538,34.0333,35.0722
0.3176,60.8262,60.1523,58.2946,55.7062,53.0179,50.885,49.8276,50.1033,51.645
0.318,79.3884,78.5066,76.0766,72.6923,69.1807,66.3998,65.0294,65.4042,67.4326
0.3184,96.7234,95.6464,92.6792,88.5487,84.2667,80.8822,79.2243,79.6992,82.1904
0.3188,112.5634,111.3069,107.8461,103.0307,98.0433,94.1087,92.1932,92.7671,95.6894
0.3192,126.6635,125.2461,121.343,115.915,110.2983,105.8756,103.7358,104.4055,107.72
